Date,AAPL,AMT,AMZN,BAC,CAT,CVX,DUK,GOOGL,GS,HD,HON,JNJ,JPM,KO,LIN,META,MSFT,NEE,NVDA,PFE,PG,PLD,SHW,SLB,TSLA,UNH,UPS,VZ,WMT,XOM
2016-06-01,-0.036831354644266456,0.07402129674002378,-0.009919933525815994,-0.10277189085197203,0.045510842147691744,0.04889298064766767,0.10813633465846362,-0.06051956117745394,-0.06452802021912674,-0.028525254677197576,0.027196689969838372,0.0840895068413492,-0.04795437254122792,0.01636795342778763,0.023028997477601676,-0.03812810610811568,-0.02777554644006386,0.09356905744350774,0.008820065902686913,0.023783908858550307,0.04479254642055297,0.031769103632658835,0.011766723537525392,0.04313224033592289,-0.04905251604174787,0.056333080002019864,0.05292859719841703,0.09705291545389261,0.03920100647509939,0.06187140578201622
2016-07-01,0.09006288124201434,0.024056381302853813,0.06035326650727413,0.0956404176669503,0.09167674316214947,-0.022417263640733265,-0.002331679700067535,0.1248134783060797,0.06885148045474154,0.0826220682000467,8.649112769876233e-05,0.03239923748508211,0.029449587601805938,-0.030121587419710716,0.04400722312690464,0.08452917409627081,0.10768030967997277,-0.01618070719103981,0.21463498398091407,0.04771393261376988,0.010865897272162917,0.12066971556120532,0.0206356915540169,0.01820899728287051,0.10603918690237002,0.018782263865107618,0.0035276814218763164,-0.007700527576020466,-0.0006853602838924333,-0.05109822498542316
2016-08-01,0.018136453822750198,-0.02064446031570788,0.013639826927226206,0.11387151839163678,-0.0002485063875281579,-0.018540047712940044,-0.06928346189798384,-0.0018829173417755918,0.06706153735139453,-0.02980333001054447,0.0032660823437482556,-0.04703372461471356,0.06339615594843728,-0.004584331073207437,0.047194268758283364,0.017589150106526175,0.013761292628283073,-0.0572922865815233,0.07425556743867845,-0.05665482588435844,0.02808954623750526,-0.025325396797561295,-0.05344829774449855,-0.018876806315679562,-0.09702290457247609,-0.04992978921143676,0.010360870610572448,-0.04605102988990584,-0.020967251601992754,-0.020348571859394315
2016-09-01,0.07127627155839034,-0.00044120312678963547,0.08860318280928281,-0.02584655790070267,0.08322161459831068,0.03404665902154669,0.015012386431327629,0.01799070458512375,-0.04460861523272741,-0.035640531221331706,0.004112010459546678,-0.0035355583689297143,-0.013481340206962455,-0.025558392415592657,-0.009914921313958103,0.01704728392762256,0.008684514730841864,0.018527721218891458,0.11911129270187248,-0.01863408364350161,0.027946089522334905,0.008096227476928286,-0.02203152595698754,-0.004557161207388916,-0.037639705293445846,0.02903316601156236,0.008374302763269448,-0.006688720162352002,0.016429283070704015,0.010147508538746575
2016-10-01,0.004334419548902124,0.039136790585829084,-0.05671734948914742,0.05431337029238614,-0.059817307597804126,0.017780684941913094,-0.0002497646271467646,0.007263180090205434,0.10522745754185059,-0.051833870323102604,-0.0542547541052002,-0.018115654265862813,0.04009593808792222,0.010075557657166723,-0.025278505197428136,0.0212055177123478,0.040277621991666956,0.046435671041816784,0.03852894016599828,-0.06377314372410714,-0.032868882337234395,-0.017765065319647055,-0.11494270395342321,0.0011256838346991316,-0.03087781715857929,0.014161812124006579,-0.014630866890850358,-0.07464410726758719,-0.029118313634177828,-0.045371088873089604
2016-11-01,-0.02659872811922792,-0.12731460631741243,-0.0496949044026711,0.2799999599506593,0.15508657640968826,0.06501208969137484,-0.07810551550420275,-0.042005116966771006,0.2303075242335153,0.06056870030846628,0.0388403435914253,-0.040434242786194785,0.16593703270303295,-0.048348947377890306,0.027677918011876468,-0.0959617714599682,0.0056743534092642545,-0.10757829207579328,0.29567207185037536,0.013560391291435714,-0.04266549204408954,-0.024156411025645697,0.0972396242586937,0.07439663321185264,-0.04212813918696334,0.12021520777676908,0.07572369234580378,0.04925357197875502,0.005855522165806093,0.04776772607742408
2016-12-01,0.05333566372085774,0.033343183296107526,-0.0009326204826226592,0.050283937990119654,-0.02951031798722692,0.06559960191546144,0.06417220729439843,0.021356297661410784,0.09531775112948893,0.041668825928640185,0.0227756378364532,0.04228315657788917,0.07633774488496758,0.036196194519105385,-0.02585174275676927,-0.028457882631095277,0.03816448037298814,0.053802392118221576,0.15943374330351245,0.020657853609677757,0.019646110339400558,0.0371318763046955,0.0034322256188632494,-0.001190356825158445,0.1282470872400494,0.014889086196988366,-0.004108326152839847,0.06973948714580636,-0.01860000900365033,0.04306108937706887
2017-01-01,0.047746499239073925,-0.015270657750100058,0.0981636831579693,0.02443379313646732,0.03148594911595404,-0.05395064622916823,0.011852752867594463,0.03500533943228734,-0.042305355980732706,0.026103503723830634,0.021320431302247034,-0.01701254622227244,-0.019237166140432915,0.0026528767531599495,0.01704497839850516,0.1327248042395286,0.040392958669783985,0.035660713604578564,0.022859437912740255,-0.023091534508088873,0.041864775230374685,-0.06706524665302138,0.1304981216579173,0.0030410041970549972,0.1789508297421598,0.012871491495384246,-0.048063155038151506,-0.08186598969382142,-0.027522291090142148,-0.07057400669110914
2017-02-01,0.1288830300003485,0.10908197805482223,0.026181549535707394,0.0901064349736338,0.01883781182333144,0.010327717706041684,0.05105671507875442,0.030163933196214243,0.08171975434482315,0.05327872917498566,0.0522314840415814,0.07911699925777449,0.07670317438595631,0.00938199887975033,0.002279661432230462,0.04005510404523127,-0.010363669806164655,0.05884236361144679,-0.07052614413077563,0.07532350089498796,0.047851019519883575,0.045035944932715566,0.015568986125692685,-0.040019270833085985,-0.007700561188844546,0.02023469904381958,-0.03088085462670609,0.02347671673406082,0.06278123666452973,-0.030635439572833434
2017-03-01,0.053237104594738405,0.058803172840384166,0.049110120630820875,-0.04416559858181068,-0.04034757940661848,-0.03646457687962501,0.0044631755057382705,0.003396612091567608,-0.0715131911821093,0.0132492189181308,0.008348665485663709,0.025891393130806684,-0.03067779064547893,0.011439322943491703,-0.0009266218934188553,0.04803017705396573,0.0356246912018825,-0.012561757192896539,0.07476812325087101,0.012852461704965235,-0.013396242438706074,0.0162586906808182,0.008090250507998942,-0.022172503953125977,0.11324450226739402,-0.008284181851222372,0.022344910859037226,-0.017730791004697766,0.016213104539914758,0.01770691699594895
